791,0,0,0,1,0,0.0999999999999813
792,27,17,20,37,15,-0.4000000000002042
793,54,30,30,72,61,5.599999999997482
794,250,203,253,339,83,-19.79999999999485
795,173,188,268,355,102,2.5000000000032117
796,10,20,38,43,14,3.100000000000243
798,1773,813,815,859,311,-287.7999999999725
801,350,310,331,511,185,-12.89999999999634
802,106,109,101,137,50,-8.399999999997354
803,82,45,28,63,28,-8.999999999999696
805,25,20,14,54,17,1.7999999999994234
806,74,70,66,82,38,-5.9999999999985
807,76,73,116,127,35,-2.7999999999980716
810,159,145,185,172,92,-10.69999999999677
812,28,33,49,60,16,0.3000000000007481
814,108,99,117,50,14,-23.699999999993974
815,0,1,1,1,0,5.6038507167954776E-14
817,83,96,147,54,4,-19.999999999993097
818,22,69,175,48,14,-3.6999999999945414
819,0,4,2,3,0,-0.09999999999979453
820,20,7,10,7,1,-3.7999999999996064
821,1077,1080,1446,1458,515,-74.59999999996847
822,1159,970,1252,647,581,-147.89999999996678
823,23,8,13,13,5,-3.099999999999829
824,403,339,399,265,122,-63.5999999999853
825,181,127,77,83,24,-35.79999999999431
826,3,2,1,1,0,-0.6999999999998875
827,773,1014,1077,894,402,-86.1999999999622
828,379,321,326,276,255,-29.299999999995343
829,360,255,168,198,53,-67.0999999999892
839,683,407,578,776,538,7.8999999999890065
840,699,563,763,965,500,0.39999999999982094
841,823,609,679,950,619,-6.700000000005588
842,1294,984,542,930,490,-166.1999999999795
843,1912,1215,925,1534,666,-217.2999999999805
844,153,165,136,335,169,20.199999999996066
845,283,416,591,913,326,58.29999999999903
846,110,119,76,129,104,-0.2000000000001414
847,53,154,142,220,147,25.399999999998936
849,5,3,11,0,1,-1.099999999999682
850,385,371,383,557,330,7.599999999999085
851,85,70,162,385,111,36.69999999999354
852,173,141,198,215,156,3.9999999999988596
854,46,55,50,95,42,3.199999999999891
855,251,243,152,295,141,-16.79999999999694
856,374,376,164,343,190,-40.09999999999289
857,60,27,69,105,39,3.5999999999986594
858,462,641,721,1236,588,84.69999999999337
860,51,49,56,82,38,0.7000000000001334
861,32,32,17,65,15,-0.0999999999999428
862,414,403,317,493,224,-28.99999999999322
863,627,419,448,447,157,-91.19999999998524
864,26,19,24,18,8,-3.699999999999269
865,804,661,977,617,264,-112.39999999997096
866,0,0,1,0,1,0.1999999999999626
867,67,95,95,360,106,34.29999999999443
868,226,209,144,753,442,97.59999999997555
869,0,2,4,1,0,-0.09999999999983183
870,70,16,0,5,84,1.6999999999961002
872,352,272,109,79,25,-84.69999999998556
873,55,47,34,8,12,-12.499999999997547
874,1592,981,415,167,137,-372.39999999994797
875,336,192,275,122,79,-58.399999999990776
876,203,165,116,95,145,-18.59999999999847
878,0,0,1,0,0,1.8686417152951422E-14
879,2,1,1,2,2,0.09999999999992543
880,1,1,4,1,1,5.6066262743570405E-14
881,318,69,210,110,2,-59.099999999994346
882,261,89,59,12,3,-59.29999999999428
883,75,41,31,75,22,-7.199999999999754
884,1,2,3,6,0,0.20000000000005602
885,9,1,3,5,6,-0.20000000000031704
886,5,2,4,2,4,-0.20000000000007423
887,68,75,104,117,32,-2.9999999999978266
888,181,108,13,15,32,-39.09999999999575
889,729,451,368,502,178,-105.09999999998712
890,812,521,487,380,180,-140.49999999997883
891,351,257,186,264,118,-45.899999999993625
892,674,475,397,383,56,-132.7999999999762
893,257,194,174,145,66,-43.09999999999226
894,46,51,34,35,7,-9.399999999997547
895,174,160,151,148,88,-18.3999999999959
896,241,219,201,200,81,-33.89999999999223
897,94,53,52,21,16,-18.799999999997333
898,784,262,243,168,45,-157.19999999998637
899,677,414,471,479,182,-92.49999999998704
900,33,28,99,134,35,10.999999999998952
901,65,32,16,9,7,-13.89999999999846
902,4,12,69,81,51,16.29999999999759
903,131,59,130,182,105,7.099999999996452
904,181,119,164,114,34,-29.899999999994286
905,5,1,2,4,2,-0.30000000000009314
909,1,0,0,1,0,-0.1000000000000186
934,129,38,17,26,5,-25.999999999998305
936,213,112,134,76,52,-35.799999999995535
937,4,5,1,1,21,2.999999999999103
938,1413,1684,1733,1377,499,-213.49999999992676
939,291,52,99,37,14,-56.89999999999669
940,150,123,154,173,90,-6.999999999998497
941,294,292,230,319,147,-26.699999999993516
